trial,param_iterations,param_learning_rate,param_depth,param_l2_leaf_reg,param_border_count,param_random_strength,param_bagging_temperature,f1_macro,accuracy
0,1100,0.18,8,12.0,80,0.0,0.5,0.4817239503075766,0.49789371354504214
1,1800,0.15,8,1.0,248,0.4,0.55,0.48357587852675793,0.49773169151004537
2,800,0.12,6,10.0,136,0.1,0.75,0.48008377511099853,0.4956254050550875
3,800,0.13,7,9.0,208,0.1,0.7,0.48097191518624527,0.4957874270900843
4,1400,0.11,7,4.0,56,0.5,0.9,0.4818973727958724,0.4964355152300713
5,1800,0.13,6,14.0,136,0.0,0.7,0.48368943746069665,0.499351911860013
6,600,0.18,6,13.0,112,0.30000000000000004,0.7,0.4792495459089377,0.49416720674011666
7,800,0.18,8,18.0,232,0.30000000000000004,0.9,0.4796305161295919,0.49497731691510044
8,700,0.12,6,7.0,128,0.1,0.8500000000000001,0.4783324594883734,0.4935191186001296
9,1100,0.13,7,3.0,208,0.0,0.9,0.48267698294518174,0.4969215813350616
10,2000,0.15,6,18.0,176,0.2,0.6,0.47906536191642646,0.49416720674011666
11,1900,0.15,8,15.0,168,0.5,0.5,0.47921301205531036,0.4935191186001296
12,1700,0.16,8,1.0,96,0.4,0.6,0.47762055410240417,0.4931950745301361
13,1600,0.14,7,6.0,248,0.4,0.6,0.47915914823076394,0.4938431626701231
14,1800,0.16,7,14.0,160,0.4,0.8,0.47995651355595,0.495301360985094
15,1500,0.14,8,16.0,200,0.2,0.55,0.47815672570998685,0.4928710304601426
16,1200,0.16,6,8.0,184,0.30000000000000004,0.65,0.47860216493528746,0.4931950745301361
17,2000,0.13,7,12.0,128,0.2,0.75,0.4812429073154802,0.49611147116007775
18,1700,0.11,7,1.0,152,0.4,0.65,0.47853824183416344,0.4935191186001296
19,1400,0.16999999999999998,6,11.0,232,0.0,0.55,0.48130052077225804,0.49659753726506806
20,1800,0.14,8,4.0,80,0.5,0.8,0.4794774503288117,0.49465327284510696
21,1000,0.13,7,3.0,216,0.0,0.8,0.48094819032877806,0.4957874270900843
22,1000,0.12,6,3.0,248,0.1,0.65,0.4812371888774367,0.4962734931950745
23,1300,0.13,7,1.0,192,0.0,0.8500000000000001,0.4821857494827466,0.4970836033700583
24,1600,0.14,8,6.0,224,0.0,0.75,0.4794937173977536,0.4951393389500972
25,1300,0.15,7,16.0,248,0.1,0.55,0.480194631473037,0.495949449125081
26,1100,0.12,7,3.0,144,0.0,0.7,0.48291943217266714,0.4975696694750486
27,1900,0.12,8,6.0,144,0.2,0.7,0.4790011904097515,0.4944912508101102
28,1500,0.11,6,2.0,112,0.30000000000000004,0.7,0.48047939111851273,0.4956254050550875
29,1100,0.12,8,5.0,104,0.0,0.65,0.4798963916758318,0.4951393389500972
30,1000,0.16999999999999998,7,19.0,56,0.1,0.5,0.4795511374728781,0.4948152948801037
31,1100,0.13,7,3.0,160,0.0,0.75,0.48045029874305606,0.49546338302009074
32,1200,0.13,7,2.0,136,0.0,0.8500000000000001,0.48093021537082215,0.495301360985094
33,900,0.12,7,10.0,208,0.1,0.75,0.4824274419594113,0.4970836033700583
34,1200,0.14,6,8.0,184,0.0,0.6,0.481156471169883,0.4964355152300713
35,900,0.11,7,4.0,144,0.1,0.9,0.48134078280793696,0.4964355152300713
36,1400,0.13,7,2.0,120,0.0,0.7,0.4817164912715868,0.4967595593000648
37,1800,0.15,6,5.0,88,0.1,0.8,0.47850905097796437,0.49368114063512636
38,600,0.12,8,13.0,232,0.5,0.7,0.480596208855598,0.4943292287751134
39,1100,0.14,6,8.0,168,0.1,0.65,0.480082382711694,0.495301360985094
40,900,0.15,8,4.0,200,0.0,0.8500000000000001,0.4826321631394872,0.4975696694750486
41,900,0.15,8,4.0,216,0.0,0.8500000000000001,0.4826321631394872,0.4975696694750486
42,800,0.16,8,2.0,200,0.0,0.9,0.4796417411874736,0.495301360985094
43,700,0.15,8,3.0,240,0.0,0.9,0.4824558563948414,0.49773169151004537
44,1000,0.14,8,1.0,176,0.1,0.8500000000000001,0.4806508408906933,0.4962734931950745
45,1300,0.16,8,10.0,128,0.30000000000000004,0.9,0.47969561185433296,0.49465327284510696
46,1900,0.13,7,5.0,152,0.0,0.75,0.4817470119110765,0.4969215813350616
47,1700,0.15,7,7.0,216,0.2,0.8,0.4817662831008142,0.49611147116007775
48,800,0.16999999999999998,8,1.0,192,0.4,0.55,0.4831265812273595,0.49773169151004537
49,700,0.18,8,1.0,168,0.4,0.55,0.47762055410240417,0.4931950745301361
50,1600,0.16999999999999998,7,2.0,136,0.4,0.5,0.4810217432955946,0.4957874270900843
51,800,0.16999999999999998,8,4.0,208,0.30000000000000004,0.55,0.47762577927315425,0.49416720674011666
52,900,0.16,8,3.0,192,0.5,0.6,0.47870021713176086,0.49222294232015557
53,1100,0.13,8,14.0,224,0.4,0.5,0.4812926201167495,0.49546338302009074
54,600,0.18,8,1.0,184,0.4,0.55,0.47762055410240417,0.4931950745301361
55,2000,0.11,8,2.0,200,0.5,0.65,0.4793869136177653,0.49497731691510044
56,800,0.12,6,17.0,160,0.0,0.6,0.48160816883355145,0.49724562540505507
57,1200,0.14,7,12.0,240,0.4,0.8500000000000001,0.4798512650963092,0.49546338302009074
58,1000,0.12,8,11.0,192,0.0,0.6,0.48197685595377243,0.49740764744005184
59,1900,0.15,7,5.0,120,0.30000000000000004,0.7,0.48126093867281616,0.495949449125081
60,700,0.16999999999999998,8,3.0,224,0.1,0.9,0.4810533378246566,0.495949449125081
61,900,0.16,8,4.0,208,0.0,0.8500000000000001,0.4808369788162681,0.4956254050550875
62,900,0.15,8,4.0,216,0.0,0.8500000000000001,0.4826321631394872,0.4975696694750486
63,1000,0.14,8,3.0,176,0.0,0.8500000000000001,0.4814973722229805,0.4967595593000648
64,800,0.15,8,6.0,240,0.0,0.8,0.48114443114118205,0.49611147116007775
65,1800,0.16,8,1.0,232,0.0,0.75,0.48159273311087114,0.4969215813350616
66,1100,0.13,8,2.0,136,0.2,0.9,0.4824650169660701,0.49740764744005184
67,1500,0.14,6,7.0,48,0.1,0.7,0.4791207963757486,0.4943292287751134
68,900,0.15,7,9.0,200,0.0,0.8,0.48186795635671925,0.4967595593000648
69,1700,0.11,7,3.0,216,0.0,0.5,0.47976294021303784,0.495301360985094
70,800,0.13,8,4.0,152,0.1,0.8500000000000001,0.48034262396079513,0.4956254050550875
71,900,0.15,8,5.0,216,0.0,0.8500000000000001,0.48132537008742426,0.4967595593000648
72,1000,0.15,8,4.0,224,0.0,0.9,0.48317416912529093,0.49773169151004537
73,1000,0.15,8,2.0,224,0.0,0.9,0.4814113259357787,0.4967595593000648
74,1200,0.14,8,4.0,248,0.0,0.9,0.48202103814235436,0.4970836033700583
75,700,0.16,8,1.0,240,0.0,0.9,0.47959023387740435,0.4940051847051199
76,1100,0.15,8,16.0,192,0.4,0.8,0.47954320094663966,0.49465327284510696
77,1000,0.12,7,3.0,120,0.0,0.7,0.48291943217266714,0.4975696694750486
78,1000,0.12,7,3.0,112,0.1,0.65,0.4793916272730216,0.49497731691510044
79,1200,0.12,7,2.0,120,0.0,0.7,0.48354760782117,0.4983797796500324
80,1300,0.12,7,2.0,120,0.0,0.7,0.48354760782117,0.4983797796500324
81,1300,0.12,7,2.0,104,0.0,0.7,0.48354760782117,0.4983797796500324
82,1400,0.12,7,1.0,104,0.0,0.7,0.4810966109832604,0.49611147116007775
83,1200,0.12,7,2.0,120,0.0,0.7,0.48354760782117,0.4983797796500324
84,1300,0.12,7,2.0,104,0.0,0.75,0.4824200029270198,0.4983797796500324
85,1300,0.11,7,2.0,88,0.0,0.7,0.4829195135982811,0.49773169151004537
86,1300,0.11,7,1.0,72,0.1,0.7,0.4807284623559512,0.495949449125081
87,1400,0.11,7,2.0,96,0.0,0.65,0.48071645133338164,0.4956254050550875
88,1200,0.11,7,2.0,88,0.30000000000000004,0.7,0.48086891181417785,0.495949449125081
89,1400,0.12,7,1.0,128,0.4,0.7,0.4803532455769532,0.49546338302009074
90,1200,0.12,7,2.0,72,0.0,0.75,0.4824200029270198,0.4983797796500324
91,1300,0.12,7,1.0,112,0.0,0.7,0.4810966109832604,0.49611147116007775
92,1300,0.11,7,2.0,144,0.0,0.65,0.48071645133338164,0.4956254050550875
93,1200,0.13,7,3.0,120,0.0,0.75,0.48045029874305606,0.49546338302009074
94,1100,0.12,7,1.0,128,0.0,0.7,0.4810966109832604,0.49611147116007775
95,1300,0.11,7,2.0,144,0.0,0.65,0.48071645133338164,0.4956254050550875
96,1400,0.12,7,15.0,96,0.0,0.7,0.48052266527599424,0.4956254050550875
97,1200,0.12,7,19.0,128,0.1,0.7,0.4823497742997917,0.49773169151004537
98,1500,0.13,6,13.0,112,0.5,0.55,0.47873971111116803,0.4933570965651329
99,1200,0.11,7,3.0,80,0.0,0.75,0.48120835055427796,0.495949449125081
100,1100,0.12,7,2.0,136,0.0,0.75,0.4824200029270198,0.4983797796500324
101,1300,0.12,7,3.0,120,0.0,0.7,0.48291943217266714,0.4975696694750486
102,1100,0.12,7,1.0,104,0.0,0.7,0.4810966109832604,0.49611147116007775
103,1800,0.13,7,2.0,120,0.0,0.65,0.48139122182855437,0.49611147116007775
104,1300,0.12,7,3.0,136,0.0,0.7,0.48291943217266714,0.4975696694750486
105,1200,0.12,7,18.0,88,0.4,0.55,0.4794765277380895,0.49416720674011666
106,1100,0.11,7,3.0,120,0.0,0.7,0.4826142805062556,0.49724562540505507
107,1200,0.12,7,4.0,104,0.0,0.65,0.48277940849314477,0.49854180168502915
108,1700,0.13,7,1.0,128,0.0,0.7,0.4800753483840597,0.4951393389500972
109,1400,0.12,6,11.0,112,0.1,0.7,0.48082856538851954,0.4957874270900843
110,1000,0.18,7,2.0,152,0.0,0.75,0.48127537786949887,0.495949449125081
111,1300,0.12,7,3.0,120,0.0,0.7,0.48291943217266714,0.4975696694750486
112,1300,0.12,7,3.0,96,0.0,0.7,0.48291943217266714,0.4975696694750486
113,1400,0.12,7,2.0,136,0.0,0.65,0.4821121923946529,0.49724562540505507
114,1300,0.13,7,3.0,128,0.0,0.7,0.48076699770925496,0.4956254050550875
115,1900,0.16999999999999998,7,1.0,112,0.0,0.7,0.48135736675525687,0.4964355152300713
116,1200,0.11,7,2.0,160,0.0,0.6,0.4799186794362044,0.49465327284510696
117,1100,0.12,7,5.0,144,0.2,0.65,0.4815092727410814,0.49659753726506806
118,1300,0.11,7,4.0,136,0.0,0.75,0.4824105290029699,0.4975696694750486
119,2000,0.13,7,1.0,104,0.4,0.7,0.4818461739102023,0.4964355152300713
120,1200,0.12,7,3.0,120,0.30000000000000004,0.7,0.4814115626174136,0.4967595593000648
121,1300,0.12,7,3.0,120,0.0,0.7,0.48291943217266714,0.4975696694750486
122,1600,0.12,7,2.0,136,0.0,0.7,0.48354760782117,0.4983797796500324
123,1600,0.12,7,2.0,128,0.0,0.7,0.48354760782117,0.4983797796500324
124,1800,0.12,7,2.0,128,0.0,0.75,0.4824200029270198,0.4983797796500324
125,1600,0.11,7,1.0,144,0.0,0.55,0.48119402494990055,0.495949449125081
126,1900,0.12,7,2.0,136,0.0,0.7,0.48354760782117,0.4983797796500324
127,1900,0.12,7,2.0,152,0.4,0.7,0.48243005867188443,0.49659753726506806
128,1700,0.13,7,1.0,144,0.0,0.65,0.48060068402673606,0.4956254050550875
129,1900,0.12,6,2.0,136,0.0,0.7,0.48025054228994346,0.4956254050550875
130,1600,0.12,7,9.0,128,0.1,0.7,0.48251804363778633,0.49724562540505507
131,1800,0.12,7,2.0,136,0.0,0.7,0.48354760782117,0.4983797796500324
132,1800,0.12,7,2.0,136,0.0,0.7,0.48354760782117,0.4983797796500324
133,1800,0.12,7,1.0,232,0.0,0.7,0.4810966109832604,0.49611147116007775
134,1800,0.12,7,2.0,136,0.0,0.7,0.48354760782117,0.4983797796500324
135,1800,0.12,7,2.0,136,0.0,0.5,0.48101839622593817,0.495949449125081
136,1700,0.12,7,1.0,136,0.0,0.7,0.4810966109832604,0.49611147116007775
137,1800,0.12,7,2.0,128,0.0,0.75,0.4824200029270198,0.4983797796500324
138,1900,0.12,7,1.0,144,0.0,0.7,0.4810966109832604,0.49611147116007775
139,2000,0.12,7,2.0,128,0.0,0.65,0.4821121923946529,0.49724562540505507
140,1700,0.13,8,12.0,152,0.0,0.7,0.48077201122141533,0.49659753726506806
141,1800,0.11,7,2.0,136,0.0,0.7,0.4829195135982811,0.49773169151004537
142,1900,0.12,7,1.0,128,0.0,0.7,0.4810966109832604,0.49611147116007775
143,1600,0.12,7,2.0,248,0.0,0.75,0.4824200029270198,0.4983797796500324
144,1500,0.13,7,2.0,112,0.0,0.7,0.4817164912715868,0.4967595593000648
145,1800,0.12,7,1.0,136,0.0,0.7,0.4810966109832604,0.49611147116007775
146,1800,0.16,7,14.0,144,0.0,0.55,0.4838660075929215,0.4980557355800389
147,1800,0.16999999999999998,7,13.0,152,0.0,0.55,0.48059186232721346,0.49611147116007775
148,1700,0.16,8,14.0,136,0.0,0.55,0.48176790127791874,0.4967595593000648
149,1900,0.16,6,15.0,144,0.0,0.55,0.48138246565145,0.4962734931950745
150,1800,0.16999999999999998,7,14.0,144,0.4,0.6,0.4801681534424352,0.4951393389500972
151,1800,0.15,7,2.0,128,0.0,0.7,0.4809466974402475,0.4964355152300713
152,1700,0.15,6,14.0,120,0.0,0.55,0.48160591598494884,0.4967595593000648
153,1500,0.18,7,1.0,72,0.0,0.7,0.48078839454715877,0.495949449125081
154,1800,0.14,8,3.0,136,0.0,0.7,0.4806311548478172,0.495949449125081
155,1900,0.16,7,2.0,112,0.0,0.7,0.47993776746395317,0.49497731691510044
156,1900,0.12,7,15.0,232,0.0,0.7,0.48052266527599424,0.4956254050550875
157,2000,0.12,8,2.0,160,0.0,0.5,0.48263313788966444,0.49773169151004537
158,1700,0.11,7,1.0,88,0.0,0.55,0.48119402494990055,0.495949449125081
159,1800,0.16,7,3.0,128,0.0,0.65,0.47998150776842463,0.49497731691510044
160,1500,0.12,7,13.0,144,0.0,0.7,0.48262844336708893,0.49789371354504214
161,1800,0.11,7,2.0,136,0.0,0.7,0.4829195135982811,0.49773169151004537
162,1800,0.11,7,2.0,136,0.0,0.7,0.4829195135982811,0.49773169151004537
163,1700,0.11,7,2.0,128,0.0,0.7,0.4829195135982811,0.49773169151004537
164,1800,0.11,7,1.0,144,0.0,0.7,0.48150668051149376,0.4964355152300713
165,1900,0.16999999999999998,7,3.0,120,0.0,0.7,0.4798374406862278,0.4948152948801037
166,1400,0.12,7,2.0,80,0.0,0.7,0.48354760782117,0.4983797796500324
167,1400,0.12,6,3.0,72,0.0,0.7,0.4806786003681574,0.495949449125081
168,1600,0.12,8,1.0,96,0.4,0.75,0.4808859383300684,0.4956254050550875
169,1400,0.12,7,2.0,64,0.0,0.65,0.4821121923946529,0.49724562540505507
170,1400,0.12,7,1.0,120,0.0,0.75,0.48347312900472117,0.4975696694750486
171,1400,0.12,7,1.0,80,0.2,0.7,0.4804869182942479,0.4951393389500972
172,1400,0.12,7,2.0,120,0.0,0.55,0.48120162847923637,0.4964355152300713
173,600,0.12,7,1.0,80,0.0,0.7,0.4810966109832604,0.49611147116007775
174,1300,0.12,7,2.0,88,0.0,0.75,0.4824200029270198,0.4983797796500324
175,1300,0.12,7,1.0,128,0.0,0.7,0.4810966109832604,0.49611147116007775
176,1500,0.12,7,15.0,112,0.5,0.7,0.4808837894216688,0.49546338302009074
177,1300,0.15,7,2.0,128,0.0,0.6,0.4816350153084603,0.4967595593000648
178,1700,0.12,8,3.0,104,0.30000000000000004,0.8,0.47921715077892985,0.49416720674011666
179,1200,0.12,7,1.0,240,0.0,0.65,0.48072034274811465,0.495949449125081
180,1500,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
181,1500,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
182,1600,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
183,1600,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
184,1600,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
185,1600,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
186,1600,0.12,7,3.0,200,0.0,0.7,0.48291943217266714,0.4975696694750486
187,1600,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
188,1600,0.12,7,3.0,224,0.0,0.7,0.48291943217266714,0.4975696694750486
189,1500,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
190,1700,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
191,1600,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
192,1600,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
193,1500,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
194,1600,0.12,7,3.0,216,0.0,0.7,0.48291943217266714,0.4975696694750486
195,1600,0.12,7,2.0,200,0.0,0.7,0.48354760782117,0.4983797796500324
196,1500,0.12,7,3.0,208,0.0,0.7,0.48291943217266714,0.4975696694750486
197,1600,0.12,7,2.0,184,0.0,0.7,0.48354760782117,0.4983797796500324
198,1500,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
199,1500,0.12,7,3.0,192,0.0,0.7,0.48291943217266714,0.4975696694750486
200,1700,0.12,7,2.0,144,0.0,0.7,0.48354760782117,0.4983797796500324
201,1600,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
202,1600,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
203,1600,0.12,7,2.0,232,0.0,0.7,0.48354760782117,0.4983797796500324
204,1600,0.12,7,13.0,208,0.0,0.7,0.48262844336708893,0.49789371354504214
205,1700,0.12,7,3.0,240,0.0,0.7,0.48291943217266714,0.4975696694750486
206,1600,0.12,7,9.0,136,0.0,0.7,0.4805386896045049,0.49546338302009074
207,1600,0.12,7,17.0,224,0.0,0.7,0.48100869974998056,0.49611147116007775
208,1500,0.12,7,2.0,232,0.0,0.7,0.48354760782117,0.4983797796500324
209,1700,0.12,7,1.0,200,0.0,0.7,0.4810966109832604,0.49611147116007775
210,1800,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
211,1500,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
212,1500,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
213,1500,0.12,7,2.0,224,0.0,0.7,0.48354760782117,0.4983797796500324
214,1600,0.12,7,3.0,216,0.0,0.7,0.48291943217266714,0.4975696694750486
215,1600,0.12,7,7.0,136,0.0,0.7,0.48243774063477046,0.4975696694750486
216,1500,0.12,7,1.0,208,0.0,0.7,0.4810966109832604,0.49611147116007775
217,1800,0.12,6,2.0,128,0.0,0.7,0.48025054228994346,0.4956254050550875
218,1600,0.12,7,2.0,48,0.0,0.7,0.4814304082819909,0.49659753726506806
219,1700,0.12,7,1.0,136,0.0,0.7,0.4810966109832604,0.49611147116007775
220,1800,0.12,7,3.0,216,0.0,0.7,0.48291943217266714,0.4975696694750486
221,1700,0.12,7,2.0,200,0.0,0.7,0.48354760782117,0.4983797796500324
222,1700,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
223,1800,0.12,7,2.0,208,0.0,0.7,0.48354760782117,0.4983797796500324
224,1600,0.12,7,2.0,216,0.0,0.7,0.48354760782117,0.4983797796500324
225,1700,0.12,7,3.0,224,0.0,0.7,0.48291943217266714,0.4975696694750486
226,1600,0.13,7,14.0,208,0.0,0.7,0.4839609674348435,0.499351911860013
227,1500,0.14,7,14.0,200,0.0,0.7,0.4802442246149829,0.4956254050550875
228,1600,0.13,7,15.0,232,0.0,0.7,0.48202616223313627,0.4969215813350616
229,1900,0.13,7,14.0,144,0.0,0.7,0.4839609674348435,0.499351911860013
230,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
231,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
232,1900,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
233,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
234,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
235,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
236,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
237,1900,0.13,7,14.0,248,0.2,0.7,0.4816136221626454,0.4967595593000648
238,1900,0.13,7,14.0,248,0.0,0.65,0.48033281365633435,0.4957874270900843
239,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
240,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
241,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
242,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
243,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
244,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
245,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
246,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
247,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
248,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
249,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
250,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
251,2000,0.13,6,14.0,248,0.0,0.7,0.48368943746069665,0.499351911860013
252,2000,0.13,6,14.0,248,0.0,0.7,0.48368943746069665,0.499351911860013
253,2000,0.13,6,14.0,248,0.0,0.7,0.48368943746069665,0.499351911860013
254,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
255,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
256,2000,0.13,7,13.0,240,0.0,0.7,0.4821917015509385,0.4967595593000648
257,2000,0.13,7,15.0,240,0.0,0.7,0.48202616223313627,0.4969215813350616
258,2000,0.13,7,13.0,248,0.0,0.7,0.4821917015509385,0.4967595593000648
259,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
260,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
261,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
262,2000,0.13,7,15.0,248,0.0,0.7,0.48202616223313627,0.4969215813350616
263,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
264,2000,0.13,7,13.0,240,0.0,0.7,0.4821917015509385,0.4967595593000648
265,2000,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
266,2000,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
267,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
268,1900,0.13,7,15.0,248,0.0,0.7,0.48202616223313627,0.4969215813350616
269,2000,0.13,7,13.0,248,0.0,0.7,0.4821917015509385,0.4967595593000648
270,1900,0.13,7,15.0,240,0.0,0.7,0.48202616223313627,0.4969215813350616
271,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
272,1900,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
273,2000,0.13,7,13.0,248,0.0,0.7,0.4821917015509385,0.4967595593000648
274,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
275,1900,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
276,2000,0.13,7,15.0,248,0.0,0.75,0.48140510053159574,0.4970836033700583
277,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
278,2000,0.13,7,13.0,240,0.0,0.7,0.4821917015509385,0.4967595593000648
279,1900,0.13,7,15.0,240,0.0,0.7,0.48202616223313627,0.4969215813350616
280,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
281,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
282,2000,0.13,7,13.0,240,0.0,0.7,0.4821917015509385,0.4967595593000648
283,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
284,2000,0.13,7,15.0,248,0.0,0.65,0.4822414952131157,0.4975696694750486
285,1900,0.13,7,13.0,248,0.0,0.7,0.4821917015509385,0.4967595593000648
286,1900,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
287,2000,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
288,2000,0.13,7,15.0,248,0.0,0.7,0.48202616223313627,0.4969215813350616
289,1900,0.13,7,13.0,248,0.0,0.7,0.4821917015509385,0.4967595593000648
290,2000,0.13,7,14.0,240,0.0,0.75,0.4794298198972465,0.49465327284510696
291,2000,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
292,1900,0.13,7,15.0,248,0.0,0.7,0.48202616223313627,0.4969215813350616
293,2000,0.13,7,14.0,240,0.0,0.7,0.4839609674348435,0.499351911860013
294,1900,0.13,7,14.0,248,0.0,0.7,0.4839609674348435,0.499351911860013
