number,value,params,datetime_start
156,0.47181317314321086,"{'n_d_a': 16, 'n_steps': 3, 'gamma': 2.5084113537559425, 'lambda_sparse': 2.9015078085289586e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.030905485040144356, 'weight_decay': 1.114737085095877e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 06:24:50.364804
157,0.4676875686200672,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.356986237203005, 'lambda_sparse': 5.375048426810701e-06, 'mask_type': 'entmax', 'learning_rate': 0.03899445061494197, 'weight_decay': 1.3762502441590005e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 60, 'batch_size': 2048}",2025-09-19 06:30:52.223248
158,0.46293470430097977,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.431144943427345, 'lambda_sparse': 3.6177501226551504e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04397835520559712, 'weight_decay': 1.2467664480239443e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 1024}",2025-09-19 06:37:00.900250
159,0.47652009012014523,"{'n_d_a': 4, 'n_steps': 7, 'gamma': 2.551805519388072, 'lambda_sparse': 4.754634512979099e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.035925538802094384, 'weight_decay': 8.360054691963435e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 22, 'batch_size': 512}",2025-09-19 06:39:40.721907
160,0.4881454542061088,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.474160715991875, 'lambda_sparse': 1.8679550628104197e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04114775294603997, 'weight_decay': 1.8362894626271082e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 5, 'n_shared': 4, 'patience': 62, 'batch_size': 512}",2025-09-19 06:47:27.371438
161,0.4867074813598988,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5049723724369897, 'lambda_sparse': 2.4588399625562e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03445999445638645, 'weight_decay': 1.6372831406422358e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 06:55:27.622350
162,0.4900876855338834,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.596980146002707, 'lambda_sparse': 2.091337819821318e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04648592081063263, 'weight_decay': 2.48749360325566e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 60, 'batch_size': 512}",2025-09-19 06:59:26.991783
163,0.4691709691704758,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.7159428347846517, 'lambda_sparse': 1.5792334434861596e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0374376030534412, 'weight_decay': 9.515138758167272e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 61, 'batch_size': 512}",2025-09-19 07:08:21.657747
164,0.48941622615243396,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.393571699680326, 'lambda_sparse': 3.19802721527203e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.030107599250128556, 'weight_decay': 3.378469830261929e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 07:18:34.366906
165,0.47488977007887767,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.5331726737619875, 'lambda_sparse': 4.099854259209119e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04160459440893544, 'weight_decay': 1.4364694330583729e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 07:24:22.135254
166,0.2995143542588798,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4545681154734442, 'lambda_sparse': 2.789312687005023e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03268284670348434, 'weight_decay': 1.0906012211413465e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-19 07:33:26.568482
167,0.48555285935746983,"{'n_d_a': 36, 'n_steps': 3, 'gamma': 2.627251071064443, 'lambda_sparse': 2.2655419376572867e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04542631045892351, 'weight_decay': 1.964266628375541e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 4, 'n_independent': 5, 'n_shared': 3, 'patience': 64, 'batch_size': 512}",2025-09-19 07:37:15.257015
168,0.4779633668344585,"{'n_d_a': 28, 'n_steps': 3, 'gamma': 2.3290849269933718, 'lambda_sparse': 6.357710666010913e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03827827394475365, 'weight_decay': 2.2696776715545204e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 07:44:51.306453
169,0.4559265589402181,"{'n_d_a': 4, 'n_steps': 6, 'gamma': 2.4901635272626677, 'lambda_sparse': 3.4842048121858527e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03436695563153235, 'weight_decay': 1.2796135772383652e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 07:50:14.548341
170,0.46471092567625855,"{'n_d_a': 12, 'n_steps': 3, 'gamma': 2.5677863600300492, 'lambda_sparse': 2.615045413646923e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.042594617066032, 'weight_decay': 4.397005546503107e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 61, 'batch_size': 2048}",2025-09-19 07:57:29.893525
171,0.49063366843890116,"{'n_d_a': 48, 'n_steps': 3, 'gamma': 2.565643166964277, 'lambda_sparse': 1.5460904118434285e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04739725812925887, 'weight_decay': 1.2637629792353677e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 08:03:41.205372
172,0.47240028250174443,"{'n_d_a': 44, 'n_steps': 3, 'gamma': 2.6578091840325397, 'lambda_sparse': 1.835790130834423e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.002168766271168016, 'weight_decay': 1.218358071406236e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 08:13:24.334046
173,0.4838166159095783,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.5173010892687673, 'lambda_sparse': 2.2573252151195617e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.046197019319447696, 'weight_decay': 1.556783378031177e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 08:18:25.170502
174,0.4928087462205301,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4282599320852256, 'lambda_sparse': 1.7528794446058915e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.049972488564963995, 'weight_decay': 8.986926616666846e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 08:23:08.398390
175,0.49134293706241783,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.434207944226921, 'lambda_sparse': 3.0356214306538876e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.040505673345010144, 'weight_decay': 8.688122986697958e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 08:29:43.880792
176,0.48724575472000936,"{'n_d_a': 4, 'n_steps': 5, 'gamma': 2.4186755637455195, 'lambda_sparse': 4.48225844141713e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0399506594542632, 'weight_decay': 8.579950342764192e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 08:36:42.012523
177,0.4872856125110341,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.360018969581515, 'lambda_sparse': 1.3285706120602374e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04348353323766138, 'weight_decay': 9.735133909753929e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 51, 'batch_size': 512}",2025-09-19 08:47:10.247428
178,0.485980511038184,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.443126416963476, 'lambda_sparse': 3.116418626434453e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.008461438035483222, 'weight_decay': 8.687477280596252e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 50, 'batch_size': 512}",2025-09-19 08:53:46.585929
179,0.46494404313605314,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.4049463526528476, 'lambda_sparse': 0.00020851986522306502, 'mask_type': 'sparsemax', 'learning_rate': 0.048794965019955956, 'weight_decay': 7.4431653942053e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 08:59:07.692599
180,0.47592686786732413,"{'n_d_a': 32, 'n_steps': 3, 'gamma': 2.4718146056844614, 'lambda_sparse': 3.877816304057481e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.036663971743539865, 'weight_decay': 1.1006151743646836e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 09:07:19.338263
181,0.4905753251978872,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5003480133447447, 'lambda_sparse': 2.888410349634366e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03984688914435101, 'weight_decay': 9.272944389049222e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 3, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-19 09:13:58.951344
182,0.4903851538232251,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4401764354907947, 'lambda_sparse': 3.4131676995426877e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.043095666205277355, 'weight_decay': 1.0270040274451934e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 50, 'batch_size': 512}",2025-09-19 09:23:07.767514
183,0.4904605827996192,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5458807231413974, 'lambda_sparse': 2.494581789185827e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03606776118612804, 'weight_decay': 7.812881089377986e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 09:30:01.874328
184,0.4569156548049291,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 1.9985345538516261, 'lambda_sparse': 2.1064536328286265e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03960657956474317, 'weight_decay': 1.4011929807872235e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 09:37:00.662815
185,0.49244788236534087,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3047316256748185, 'lambda_sparse': 2.770768271392508e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0445619823511291, 'weight_decay': 1.6693335303535192e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 60, 'batch_size': 512}",2025-09-19 09:42:40.654671
186,0.49241276743109036,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2935226637516894, 'lambda_sparse': 5.57785914534004e-06, 'mask_type': 'entmax', 'learning_rate': 0.049712335311195184, 'weight_decay': 1.7080987878574556e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 09:52:53.591055
187,0.4826854334897878,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.239542927647925, 'lambda_sparse': 5.216731703222415e-06, 'mask_type': 'entmax', 'learning_rate': 0.04676264321447926, 'weight_decay': 1.740734801717214e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 10:03:15.175988
188,0.48108864582067196,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.29800981263102, 'lambda_sparse': 5.787204399269579e-06, 'mask_type': 'entmax', 'learning_rate': 0.04445023499917937, 'weight_decay': 6.776896764999857e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 51, 'batch_size': 512}",2025-09-19 10:07:09.518866
189,0.4905690124083337,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2559771874398264, 'lambda_sparse': 4.083479406667326e-06, 'mask_type': 'entmax', 'learning_rate': 0.0493255112816515, 'weight_decay': 1.5424999001992316e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 10:11:44.551328
190,0.47015843601526736,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.161639769077279, 'lambda_sparse': 4.941969097523397e-05, 'mask_type': 'entmax', 'learning_rate': 0.0494071381734625, 'weight_decay': 1.1551682842957423e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 4, 'patience': 54, 'batch_size': 512}",2025-09-19 10:15:08.307081
191,0.4739715209014717,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.3245402002494577, 'lambda_sparse': 3.464255024696202e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04206165701211707, 'weight_decay': 1.9136369560124765e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 10:23:14.424242
192,0.45771318575191877,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3594779197307645, 'lambda_sparse': 4.520656131630366e-06, 'mask_type': 'entmax', 'learning_rate': 0.044449098813992415, 'weight_decay': 1.628478453375139e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 60, 'batch_size': 512}",2025-09-19 10:30:36.400079
193,0.4748876395625318,"{'n_d_a': 40, 'n_steps': 3, 'gamma': 2.21764875310252, 'lambda_sparse': 2.867540884871006e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03953226530041229, 'weight_decay': 1.7290649078107704e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 10:34:26.322888
194,0.4832746664994924,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.389299031687219, 'lambda_sparse': 8.999658327326248e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04524493877577211, 'weight_decay': 1.4695072780848143e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 2048}",2025-09-19 10:39:55.401744
195,0.46484984193483286,"{'n_d_a': 24, 'n_steps': 3, 'gamma': 2.291132186679174, 'lambda_sparse': 2.6348133740858622e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04196910722745515, 'weight_decay': 2.1400502554383266e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 58, 'batch_size': 1024}",2025-09-19 10:42:48.906078
196,0.48707501840014694,"{'n_d_a': 4, 'n_steps': 5, 'gamma': 2.4570503961203216, 'lambda_sparse': 3.869899390539129e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.0379730688948967, 'weight_decay': 1.0257226151683577e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 10:45:34.623345
197,0.4912513665443205,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4136062327549825, 'lambda_sparse': 7.223635915003674e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04955372621039396, 'weight_decay': 1.3213518475368087e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 10:57:34.783602
198,0.49241893820970156,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.375336646743152, 'lambda_sparse': 5.312104247596188e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04999482229127011, 'weight_decay': 1.3559369652218865e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:01:44.137100
199,0.48366123783291437,"{'n_d_a': 4, 'n_steps': 8, 'gamma': 2.332923956185598, 'lambda_sparse': 6.771068995488984e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04721040478997454, 'weight_decay': 1.3478704888717908e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 11:07:46.222467
200,0.44993430213643554,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.394123451174457, 'lambda_sparse': 4.940846860972866e-06, 'mask_type': 'entmax', 'learning_rate': 0.04434100006375076, 'weight_decay': 1.1809707778867038e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:16:40.935699
201,0.49190817873335496,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3519176845833316, 'lambda_sparse': 5.986734675341059e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04935632278583045, 'weight_decay': 1.3624142495856071e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 11:19:44.957711
202,0.4902266495637189,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3615603773013487, 'lambda_sparse': 6.4444840461416695e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04973412187920813, 'weight_decay': 1.3525867186227946e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 11:23:53.456842
203,0.47027311711737907,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.320043224312185, 'lambda_sparse': 7.80957413191557e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.041774946657630166, 'weight_decay': 1.485547853870544e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 11:28:43.362458
204,0.48905834004528764,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4162892205981406, 'lambda_sparse': 5.626989201629801e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04990800696690939, 'weight_decay': 1.2731573629465775e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 11:33:28.766902
205,0.49247537384578227,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.383499144734217, 'lambda_sparse': 5.656588863188366e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04567725055302849, 'weight_decay': 1.0888687878350036e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:41:36.729907
206,0.46452504926780014,"{'n_d_a': 8, 'n_steps': 7, 'gamma': 2.383063578772103, 'lambda_sparse': 5.3043413199678375e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04492897834214349, 'weight_decay': 8.993068757232641e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:46:51.688338
207,0.46735927421316353,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2906553292504688, 'lambda_sparse': 4.674154438571244e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04120614838854002, 'weight_decay': 1.084868670612505e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 11:53:40.302367
